diag_id,object_id,method,date,temperature,humidity,illumination,defect_found,defect_description,quality_grade,param1,param2,param3,ml_label
2921,152,TFI,2023-04-08,45.0,20.9,953.6,True,коррозия - ОБШР,требует_мер,6.63,423.8,74.1,medium
2922,581,UTWM,2021-09-02,18.8,46.6,904.1,False,,удовлетворительно,,,,normal
2923,468,UTWM,2017-08-26,10.3,59.3,523.8,False,,удовлетворительно,,,,normal
2924,98,MFL,2019-01-21,26.7,68.2,956.9,False,,удовлетворительно,,,,normal
2925,198,VIK,2019-02-06,-11.6,52.0,796.6,True,овальность - ОВЛ,удовлетворительно,34.9,24.9,135.1,high
2926,286,UZK,2020-03-17,19.4,39.4,444.2,True,коррозия - ОБШР,удовлетворительно,13.96,374.0,191.0,normal
2927,506,MFL,2016-10-15,-18.0,38.6,107.8,True,аномалия сварного шва - ШОВ,допустимо,32.7,59.5,32.0,medium
2928,58,UZK,2024-01-18,-10.2,40.7,302.9,False,,удовлетворительно,,,,normal
2929,526,TFI,2017-09-07,2.3,25.7,573.5,True,аномалия сварного шва - ШОВ,требует_мер,58.43,279.7,116.5,high
2930,434,MFL,2018-11-06,10.2,29.8,214.6,True,коррозия - ОБШР,удовлетворительно,49.8,349.0,49.5,medium
2931,270,PVK,2021-03-20,-1.9,60.0,626.2,True,овальность - ОВЛ,требует_мер,29.2,290.9,182.3,medium
2932,459,MPK,2024-08-29,20.3,23.7,825.1,False,,удовлетворительно,,,,normal
2933,227,UZK,2017-12-27,40.3,22.5,276.9,True,трещина - ТРЩ,допустимо,57.91,248.2,67.2,high
2934,487,VIK,2024-08-21,-25.5,85.2,668.6,False,,удовлетворительно,,,,normal
2935,247,VIK,2025-09-13,19.6,77.9,214.7,False,,удовлетворительно,,,,normal
2936,234,UZK,2022-09-14,-6.3,31.4,790.5,False,,удовлетворительно,,,,normal
2937,16,UZK,2023-10-04,12.9,58.0,811.8,False,,удовлетворительно,,,,normal
2938,196,UZK,2017-11-29,28.0,44.8,217.5,True,овальность - ОВЛ,допустимо,41.31,279.2,5.2,medium
2939,44,PVK,2020-03-04,-19.0,25.9,400.5,False,,удовлетворительно,,,,normal
2940,176,VIK,2018-03-03,26.0,37.3,309.6,True,овальность - ОВЛ,удовлетворительно,24.74,455.1,109.3,medium
2941,334,UZK,2025-03-31,18.9,52.5,236.3,False,,удовлетворительно,,,,normal
2942,156,RGK,2016-07-09,25.6,58.6,749.9,True,трещина - ТРЩ,удовлетворительно,50.24,50.1,192.6,high
2943,459,MFL,2024-02-28,-22.5,64.3,655.0,False,,удовлетворительно,,,,normal
2944,629,UZK,2021-03-21,-28.5,56.8,644.2,False,,удовлетворительно,,,,normal
2945,729,VIBRO,2021-09-15,-21.8,30.6,594.6,True,овальность - ОВЛ,допустимо,8.65,451.3,153.0,normal
2946,502,PVK,2024-09-21,23.5,36.9,770.4,False,,удовлетворительно,,,,normal
2947,746,MPK,2024-01-03,17.7,47.6,398.1,True,аномалия сварного шва - ШОВ,требует_мер,57.99,448.4,24.5,high
2948,598,MFL,2024-01-21,-5.8,51.7,207.0,True,коррозия - ОБШР,недопустимо,21.05,407.9,197.7,high
2949,5,UTWM,2018-05-31,37.0,27.8,631.6,False,,удовлетворительно,,,,normal
2950,580,MFL,2019-10-13,-27.4,28.7,773.3,True,расслоение - ВМТ,удовлетворительно,38.48,442.3,51.7,high
2951,74,VIK,2021-03-18,8.1,52.6,883.5,True,расслоение - ВМТ,удовлетворительно,33.32,83.8,29.9,medium
2952,241,PVK,2021-11-28,33.4,56.9,933.8,True,трещина - ТРЩ,требует_мер,10.97,37.1,19.5,medium
2953,450,UTWM,2016-07-24,7.3,94.7,812.7,True,овальность - ОВЛ,удовлетворительно,11.01,494.7,31.1,normal
2954,141,MPK,2022-06-02,27.7,56.7,689.1,True,потеря металла - ЯЗВА,удовлетворительно,53.84,466.9,41.4,high
2955,394,UZK,2017-04-20,0.9,86.7,542.5,True,коррозия - ОБШР,удовлетворительно,20.85,470.6,29.9,high
2956,575,MFL,2017-04-01,19.3,32.4,669.9,True,расслоение - ВМТ,требует_мер,31.83,98.5,39.4,medium
2957,541,VIK,2016-02-04,-25.1,62.3,368.9,False,,удовлетворительно,,,,normal
2958,665,PVK,2023-08-19,-3.8,91.9,437.4,True,трещина - ТРЩ,допустимо,25.66,493.3,186.7,medium
2959,590,TFI,2025-04-13,38.3,74.0,208.4,True,расслоение - ВМТ,удовлетворительно,1.34,189.8,45.0,normal
2960,341,UZK,2018-01-22,29.5,61.7,913.8,False,,удовлетворительно,,,,normal
2961,331,MPK,2023-10-19,11.8,37.7,993.8,False,,удовлетворительно,,,,normal
2962,424,GEO,2024-08-14,18.5,86.9,968.7,True,трещина - ТРЩ,требует_мер,45.79,482.9,60.1,medium
2963,201,MFL,2016-07-19,-7.7,45.6,857.4,False,,удовлетворительно,,,,normal
2964,762,PVK,2017-05-26,44.4,68.9,414.3,True,аномалия сварного шва - ШОВ,допустимо,49.52,491.6,198.3,medium
2965,161,UZK,2024-10-21,32.4,56.0,564.6,False,,удовлетворительно,,,,normal
2966,96,UZK,2019-11-17,-18.1,48.7,744.2,True,расслоение - ВМТ,удовлетворительно,49.4,436.7,30.8,medium
2967,590,VIK,2025-03-11,42.2,73.0,357.0,True,коррозия - ОБШР,допустимо,26.22,348.0,55.2,high
2968,70,GEO,2018-07-06,10.4,90.5,732.0,True,коррозия - ОБШР,удовлетворительно,1.77,245.1,86.8,normal
2969,704,UZK,2019-12-04,16.1,39.4,389.5,False,,удовлетворительно,,,,normal
2970,561,MPK,2019-03-16,-15.6,50.3,883.9,True,потеря металла - ЯЗВА,допустимо,44.27,442.4,161.9,high
2971,385,MFL,2024-10-12,34.1,54.8,652.1,False,,удовлетворительно,,,,normal
2972,84,TFI,2019-11-30,18.9,46.8,407.9,True,трещина - ТРЩ,допустимо,10.17,467.4,166.2,normal
2973,720,MFL,2023-08-16,-17.5,88.0,984.7,False,,удовлетворительно,,,,normal
2974,568,MFL,2022-12-22,2.5,32.8,689.5,True,расслоение - ВМТ,удовлетворительно,12.85,489.3,108.3,normal
2975,507,VIK,2018-04-01,-16.0,77.4,648.7,True,потеря металла - ЯЗВА,допустимо,22.99,394.1,116.5,medium
2976,382,MFL,2020-07-27,-2.9,67.1,136.8,True,вмятина - ПОКН,допустимо,27.23,133.2,33.7,medium
2977,571,VIK,2019-07-07,-6.6,23.1,502.6,False,,удовлетворительно,,,,normal
2978,202,UZK,2019-11-16,2.4,32.1,424.1,True,коррозия - ОБШР,удовлетворительно,10.75,427.5,149.3,normal
2979,110,MFL,2019-03-21,28.4,20.9,211.5,False,,удовлетворительно,,,,normal
2980,701,MFL,2025-11-04,-28.9,73.1,784.1,True,вмятина - ПОКН,требует_мер,8.83,263.3,73.8,medium
2981,185,UZK,2023-06-06,-12.4,20.2,908.4,True,коррозия - ОБШР,допустимо,9.24,231.8,107.7,normal
2982,695,UZK,2018-02-01,30.3,66.0,150.6,False,,удовлетворительно,,,,normal
2983,751,UTWM,2025-03-13,33.4,42.5,224.3,True,трещина - ТРЩ,удовлетворительно,52.73,270.1,132.8,high
2984,497,RGK,2015-12-10,-5.6,57.1,829.3,True,трещина - ТРЩ,удовлетворительно,26.28,313.3,9.0,medium
2985,677,MFL,2019-06-16,-13.9,49.4,336.5,False,,удовлетворительно,,,,normal
2986,419,TFI,2016-11-28,-17.2,69.3,767.5,True,трещина - ТРЩ,удовлетворительно,4.0,480.4,86.0,normal
2987,142,MFL,2018-10-25,37.2,67.4,313.5,False,,удовлетворительно,,,,normal
2988,677,UZK,2025-06-12,-7.5,60.7,636.9,True,коррозия - ОБШР,требует_мер,30.4,255.4,139.9,high
2989,308,MFL,2022-01-06,36.8,70.7,697.3,True,аномалия сварного шва - ШОВ,допустимо,58.75,395.7,176.8,high
2990,145,UZK,2020-03-04,27.7,86.3,425.2,False,,удовлетворительно,,,,normal
2991,38,MFL,2023-01-27,9.9,60.4,216.6,True,овальность - ОВЛ,удовлетворительно,23.54,329.3,68.5,high
2992,585,MPK,2017-01-28,-1.8,27.9,319.8,False,,удовлетворительно,,,,normal
2993,614,VIK,2019-01-31,-18.7,54.8,617.1,True,расслоение - ВМТ,недопустимо,21.77,301.7,151.5,high
2994,507,UZK,2018-05-28,10.9,84.4,763.5,False,,удовлетворительно,,,,normal
2995,792,UZK,2022-09-23,19.7,55.5,809.7,True,овальность - ОВЛ,удовлетворительно,49.66,387.1,56.9,high
2996,571,MFL,2022-08-27,4.3,85.7,570.6,False,,удовлетворительно,,,,normal
2997,287,UZK,2025-06-06,-19.0,39.9,858.8,False,,удовлетворительно,,,,normal
2998,672,TFI,2020-06-14,17.5,81.2,947.2,True,расслоение - ВМТ,недопустимо,58.74,405.2,59.2,high
2999,171,PVK,2018-09-13,-14.1,78.7,389.1,True,коррозия - ОБШР,допустимо,21.65,475.6,150.8,high
3000,554,VIBRO,2025-07-03,27.5,60.3,390.7,True,трещина - ТРЩ,удовлетворительно,13.95,456.7,157.1,normal
3001,340,UZK,2023-03-18,-21.2,36.8,511.5,True,вмятина - ПОКН,требует_мер,19.34,244.6,68.6,medium
3002,491,MFL,2024-08-05,-21.2,46.3,941.1,False,,удовлетворительно,,,,normal
3003,430,UZK,2022-09-17,1.5,65.2,573.5,True,потеря металла - ЯЗВА,удовлетворительно,54.76,113.6,133.1,high
3004,530,UZK,2020-11-18,-29.1,44.1,359.4,False,,удовлетворительно,,,,normal
3005,438,TFI,2023-09-02,22.9,93.2,217.0,True,расслоение - ВМТ,удовлетворительно,12.72,300.8,199.6,normal
3006,545,UTWM,2024-01-14,-10.8,27.3,331.6,True,потеря металла - ЯЗВА,удовлетворительно,44.67,108.8,124.2,high
3007,740,TVK,2024-12-08,22.0,91.4,491.6,True,вмятина - ПОКН,допустимо,52.39,185.7,26.3,high
3008,313,MFL,2025-08-16,-3.6,68.0,917.4,False,,удовлетворительно,,,,normal
3009,794,MFL,2023-07-14,5.8,91.7,328.7,False,,удовлетворительно,,,,normal
3010,475,TFI,2017-06-22,19.1,78.6,542.6,True,потеря металла - ЯЗВА,недопустимо,39.95,497.5,180.8,high
3011,710,MFL,2024-06-13,1.2,64.9,569.0,False,,удовлетворительно,,,,normal
3012,42,MFL,2024-04-25,35.5,92.2,545.5,False,,удовлетворительно,,,,normal
3013,230,UZK,2021-07-14,-8.4,72.8,975.1,False,,удовлетворительно,,,,normal
3014,88,VIK,2019-03-08,14.7,22.8,239.5,True,потеря металла - ЯЗВА,удовлетворительно,31.52,238.7,116.5,medium
3015,773,UTWM,2018-11-21,-19.0,35.4,950.4,True,расслоение - ВМТ,удовлетворительно,58.87,355.3,130.7,high
3016,116,UZK,2024-01-19,-10.1,79.6,916.2,True,коррозия - ОБШР,допустимо,52.75,57.5,63.1,high
3017,473,MFL,2024-12-22,-16.4,73.9,311.1,True,трещина - ТРЩ,удовлетворительно,57.78,26.7,181.1,high
3018,389,UZK,2016-12-10,-12.8,23.9,936.2,False,,удовлетворительно,,,,normal
3019,203,MFL,2018-06-28,41.2,27.0,888.0,True,вмятина - ПОКН,допустимо,23.22,481.1,169.4,normal
3020,390,MFL,2017-01-01,-22.4,46.1,292.6,False,,удовлетворительно,,,,normal
3021,508,MPK,2025-04-25,34.5,56.5,740.4,True,трещина - ТРЩ,допустимо,18.54,205.2,126.3,normal
3022,711,MFL,2025-05-22,20.4,64.7,991.3,True,коррозия - ОБШР,допустимо,6.05,211.9,79.0,normal
3023,314,GEO,2018-01-19,-28.8,49.9,901.8,True,потеря металла - ЯЗВА,удовлетворительно,56.9,296.2,163.9,high
3024,464,UZK,2019-12-21,13.5,89.2,813.8,True,трещина - ТРЩ,требует_мер,41.51,149.9,113.1,medium
3025,783,TFI,2016-04-04,32.7,87.4,296.2,False,,удовлетворительно,,,,normal
3026,198,UTWM,2024-11-30,-25.7,60.7,264.7,False,,удовлетворительно,,,,normal
3027,21,GEO,2021-05-05,-7.6,39.9,749.6,False,,удовлетворительно,,,,normal
3028,178,UZK,2019-09-22,37.8,51.1,888.4,True,вмятина - ПОКН,допустимо,19.56,271.3,113.9,normal
3029,377,VIK,2020-01-17,-21.1,24.3,975.3,True,трещина - ТРЩ,требует_мер,55.91,345.8,148.1,high
3030,309,TFI,2022-11-19,-28.9,63.9,330.3,True,расслоение - ВМТ,удовлетворительно,27.43,235.0,142.0,high
3031,186,MFL,2019-12-16,-20.1,56.3,272.3,True,потеря металла - ЯЗВА,допустимо,16.57,346.5,107.8,normal
3032,192,MFL,2017-12-05,-5.0,43.1,929.9,False,,удовлетворительно,,,,normal
3033,705,TFI,2021-09-05,6.5,22.8,880.3,True,овальность - ОВЛ,удовлетворительно,27.49,365.3,52.3,high
3034,53,MFL,2019-04-11,33.9,29.7,248.7,True,потеря металла - ЯЗВА,требует_мер,31.87,330.4,187.5,high
3035,178,VIK,2018-01-22,36.1,80.2,630.6,True,овальность - ОВЛ,удовлетворительно,0.88,171.9,97.4,normal
3036,140,MFL,2022-09-10,36.5,88.9,881.1,False,,удовлетворительно,,,,normal
3037,627,TFI,2021-06-30,-3.7,59.5,589.6,False,,удовлетворительно,,,,normal
3038,436,GEO,2020-04-22,-5.8,67.4,964.7,True,коррозия - ОБШР,удовлетворительно,27.94,297.5,11.6,high
3039,228,TFI,2020-01-01,4.3,39.5,766.5,True,вмятина - ПОКН,недопустимо,29.53,52.9,36.0,high
3040,374,GEO,2020-02-10,9.5,87.1,734.1,False,,удовлетворительно,,,,normal
3041,154,UZK,2022-09-18,-14.9,66.5,801.6,True,потеря металла - ЯЗВА,допустимо,57.78,489.5,132.1,high
3042,403,UTWM,2021-02-01,3.7,79.6,787.0,True,потеря металла - ЯЗВА,удовлетворительно,35.23,492.4,144.9,medium
3043,530,MFL,2018-01-20,-11.5,77.9,777.8,False,,удовлетворительно,,,,normal
3044,675,UZK,2016-02-06,43.3,39.1,774.3,False,,удовлетворительно,,,,normal
3045,772,MFL,2022-09-22,18.4,38.2,135.2,False,,удовлетворительно,,,,normal
3046,760,TFI,2022-03-07,11.3,93.5,970.0,False,,удовлетворительно,,,,normal
3047,376,RGK,2025-11-02,-29.7,75.0,493.3,True,коррозия - ОБШР,удовлетворительно,58.09,138.4,64.9,high
3048,625,PVK,2021-11-09,-8.6,29.6,794.1,True,аномалия сварного шва - ШОВ,требует_мер,9.47,245.3,118.4,medium
3049,258,GEO,2023-12-29,22.6,62.3,381.3,True,овальность - ОВЛ,допустимо,6.87,463.0,20.0,normal
3050,419,UTWM,2019-09-03,36.0,52.7,251.0,True,вмятина - ПОКН,допустимо,6.89,14.7,75.2,normal
3051,639,UZK,2021-11-01,42.6,66.3,856.7,True,аномалия сварного шва - ШОВ,допустимо,50.79,206.7,182.3,high
3052,11,UZK,2017-01-07,17.1,85.6,395.0,False,,удовлетворительно,,,,normal
3053,798,GEO,2017-05-22,26.4,59.3,715.8,True,потеря металла - ЯЗВА,требует_мер,13.93,170.4,195.3,medium
3054,341,MFL,2017-06-22,12.9,20.4,631.5,False,,удовлетворительно,,,,normal
3055,447,UZK,2020-03-22,-27.2,89.8,121.6,True,потеря металла - ЯЗВА,допустимо,4.31,477.1,74.5,normal
3056,436,VIK,2020-02-24,27.4,86.4,972.6,True,аномалия сварного шва - ШОВ,допустимо,36.85,29.0,76.4,medium
3057,268,VIK,2019-12-31,-13.3,85.4,805.3,True,коррозия - ОБШР,допустимо,13.94,123.2,148.4,normal
3058,129,MFL,2025-04-16,-28.9,28.5,673.2,False,,удовлетворительно,,,,normal
3059,705,VIBRO,2025-08-31,33.3,76.8,721.4,True,вмятина - ПОКН,требует_мер,19.54,69.6,185.8,medium
3060,491,MPK,2018-05-24,-13.8,88.9,179.5,True,овальность - ОВЛ,удовлетворительно,27.0,93.1,8.5,medium
3061,665,TFI,2025-06-03,4.0,25.8,750.3,False,,удовлетворительно,,,,normal
3062,553,VIK,2017-07-25,19.3,21.3,711.5,True,трещина - ТРЩ,допустимо,42.08,378.2,120.0,medium
3063,83,UZK,2019-07-26,38.6,52.8,810.2,False,,удовлетворительно,,,,normal
3064,166,RGK,2017-01-18,19.6,67.7,549.4,False,,удовлетворительно,,,,normal
3065,786,RGK,2020-06-18,13.0,93.4,434.3,False,,удовлетворительно,,,,normal
3066,658,UZK,2021-05-13,27.8,86.2,607.9,True,вмятина - ПОКН,допустимо,45.93,47.4,130.7,high
3067,153,TFI,2019-06-27,40.3,62.6,156.2,True,трещина - ТРЩ,удовлетворительно,5.21,81.8,55.9,normal
3068,309,UZK,2022-11-02,-16.5,76.2,386.0,True,трещина - ТРЩ,удовлетворительно,6.6,14.6,168.7,normal
3069,11,VIBRO,2022-02-26,20.7,52.2,313.2,True,вмятина - ПОКН,требует_мер,23.63,362.9,72.0,high
3070,724,MFL,2021-10-15,-21.0,24.2,590.0,False,,удовлетворительно,,,,normal
3071,423,VIK,2022-07-28,2.0,79.0,353.8,False,,удовлетворительно,,,,normal
3072,86,MFL,2023-05-09,37.3,80.2,553.1,True,вмятина - ПОКН,удовлетворительно,6.19,370.1,143.2,normal
3073,599,MFL,2017-03-25,-27.3,65.7,858.7,True,расслоение - ВМТ,допустимо,4.63,490.8,43.3,normal
3074,361,GEO,2016-10-08,3.3,35.4,183.2,True,трещина - ТРЩ,допустимо,4.13,150.4,183.4,normal
3075,755,UZK,2018-08-17,32.1,30.7,756.0,False,,удовлетворительно,,,,normal
3076,25,UZK,2024-03-17,-9.3,67.9,940.2,True,вмятина - ПОКН,допустимо,1.3,99.3,61.5,normal
3077,332,TFI,2018-07-05,25.6,24.5,776.0,False,,удовлетворительно,,,,normal
3078,191,TFI,2019-08-19,13.3,57.0,445.8,False,,удовлетворительно,,,,normal
3079,772,UZK,2024-03-05,-11.4,83.7,237.2,False,,удовлетворительно,,,,normal
3080,766,UZK,2019-01-26,-14.6,92.2,320.6,True,расслоение - ВМТ,удовлетворительно,55.89,347.5,36.2,high
3081,724,UZK,2019-11-07,35.9,37.6,530.1,True,расслоение - ВМТ,удовлетворительно,46.94,95.1,90.9,medium
3082,212,UZK,2021-11-25,43.8,30.6,624.7,True,трещина - ТРЩ,допустимо,42.98,89.4,95.4,high
3083,251,VIBRO,2024-06-19,-19.1,90.1,924.7,True,вмятина - ПОКН,удовлетворительно,54.98,17.4,69.2,high
3084,216,TVK,2025-10-13,39.6,32.1,137.8,True,расслоение - ВМТ,допустимо,42.3,450.3,145.8,medium
3085,514,UTWM,2025-09-24,27.5,48.3,519.1,False,,удовлетворительно,,,,normal
3086,459,MFL,2023-05-29,21.1,86.6,317.5,False,,удовлетворительно,,,,normal
3087,317,TVK,2021-03-04,8.5,26.1,587.0,False,,удовлетворительно,,,,normal
3088,128,UZK,2025-03-04,34.9,87.4,392.9,False,,удовлетворительно,,,,normal
3089,766,VIK,2022-08-11,41.5,34.9,734.6,True,вмятина - ПОКН,допустимо,17.34,274.0,162.5,normal
3090,108,UZK,2019-03-08,34.9,48.3,932.6,True,расслоение - ВМТ,допустимо,42.88,294.9,170.6,medium
3091,213,MFL,2019-06-25,-1.4,82.1,710.9,True,расслоение - ВМТ,удовлетворительно,24.77,255.0,101.5,normal
3092,726,VIK,2024-06-28,2.5,92.7,599.1,False,,удовлетворительно,,,,normal
3093,328,MFL,2019-09-14,-1.6,33.1,523.9,True,расслоение - ВМТ,недопустимо,40.04,407.2,196.6,high
3094,30,UZK,2024-03-03,17.5,70.8,406.2,False,,удовлетворительно,,,,normal
3095,179,TFI,2019-08-31,37.2,47.0,377.0,True,аномалия сварного шва - ШОВ,допустимо,40.8,350.5,104.2,medium
3096,731,GEO,2023-11-30,19.7,81.4,916.3,True,трещина - ТРЩ,удовлетворительно,51.2,293.8,27.9,high
3097,160,MFL,2017-11-18,14.2,42.7,462.7,True,аномалия сварного шва - ШОВ,недопустимо,18.08,469.4,9.0,high
3098,601,UTWM,2024-04-19,10.2,27.8,191.1,False,,удовлетворительно,,,,normal
3099,254,UZK,2020-01-29,-26.8,75.6,366.9,True,овальность - ОВЛ,удовлетворительно,7.1,149.9,183.8,normal
3100,696,UZK,2023-02-16,-8.7,22.2,444.0,False,,удовлетворительно,,,,normal
3101,729,TVK,2022-02-24,-23.2,51.5,648.3,True,коррозия - ОБШР,допустимо,4.66,461.0,96.9,normal
3102,26,VIBRO,2021-06-03,-8.8,45.6,791.5,True,расслоение - ВМТ,недопустимо,51.34,445.1,83.0,high
3103,50,UZK,2021-05-02,-21.5,53.0,974.0,True,аномалия сварного шва - ШОВ,допустимо,37.44,445.2,74.0,medium
3104,115,MFL,2023-09-12,34.1,94.5,991.8,True,овальность - ОВЛ,удовлетворительно,47.49,209.2,5.4,high
3105,496,UTWM,2019-09-12,-4.7,68.8,627.4,False,,удовлетворительно,,,,normal
3106,511,MFL,2019-02-05,-22.4,85.6,469.5,True,трещина - ТРЩ,требует_мер,56.8,446.8,73.9,high
3107,678,UZK,2019-08-10,37.4,81.5,309.9,False,,удовлетворительно,,,,normal
3108,133,GEO,2021-09-19,0.1,41.0,519.6,False,,удовлетворительно,,,,normal
3109,216,PVK,2025-11-12,24.7,82.4,329.6,True,аномалия сварного шва - ШОВ,допустимо,42.64,490.1,32.2,medium
3110,396,MFL,2025-02-24,0.2,21.7,298.9,True,аномалия сварного шва - ШОВ,допустимо,35.99,255.0,75.1,medium
3111,141,MFL,2024-03-25,-16.7,80.5,895.6,False,,удовлетворительно,,,,normal
3112,491,UZK,2018-04-02,24.4,47.3,715.4,True,расслоение - ВМТ,допустимо,32.5,309.3,79.4,high
3113,270,UZK,2022-12-07,24.7,84.4,107.2,True,вмятина - ПОКН,требует_мер,1.24,12.9,72.1,medium
3114,794,GEO,2020-07-22,2.8,63.3,580.3,True,потеря металла - ЯЗВА,допустимо,27.85,271.2,142.9,high
3115,793,PVK,2019-05-26,29.1,56.0,391.6,True,потеря металла - ЯЗВА,удовлетворительно,11.6,466.8,10.4,normal
3116,554,UZK,2020-05-01,44.5,40.1,746.8,True,расслоение - ВМТ,допустимо,3.1,298.3,115.6,normal
3117,660,PVK,2018-08-09,-5.7,92.5,703.4,True,расслоение - ВМТ,удовлетворительно,22.72,111.9,122.9,normal
3118,284,VIK,2021-01-24,40.0,74.6,823.9,True,потеря металла - ЯЗВА,удовлетворительно,10.18,293.3,21.0,normal
3119,447,GEO,2025-02-28,-2.9,34.8,809.8,False,,удовлетворительно,,,,normal
3120,28,MFL,2025-03-05,44.2,92.4,571.4,True,трещина - ТРЩ,допустимо,56.52,97.5,60.1,high
3121,642,VIK,2023-10-29,-9.9,92.6,360.1,True,трещина - ТРЩ,требует_мер,9.45,434.5,57.5,medium
3122,6,GEO,2019-10-26,5.8,86.8,653.7,True,расслоение - ВМТ,удовлетворительно,29.42,391.6,23.1,medium
3123,589,VIK,2020-04-14,6.1,50.7,830.1,False,,удовлетворительно,,,,normal
3124,405,PVK,2018-05-23,38.7,80.3,681.7,True,коррозия - ОБШР,требует_мер,48.7,424.5,132.1,high
3125,274,RGK,2024-07-10,38.7,22.8,903.3,False,,удовлетворительно,,,,normal
3126,451,VIBRO,2019-03-15,17.4,34.4,128.7,True,расслоение - ВМТ,недопустимо,16.83,415.5,125.8,high
3127,563,VIK,2025-07-26,9.9,63.3,180.0,False,,удовлетворительно,,,,normal
3128,154,TFI,2020-12-21,-20.6,73.5,315.7,True,коррозия - ОБШР,допустимо,59.11,328.9,144.1,high
3129,179,MFL,2022-09-01,-25.5,50.0,265.1,False,,удовлетворительно,,,,normal
3130,328,MFL,2018-05-15,25.3,57.9,546.4,True,вмятина - ПОКН,допустимо,23.76,103.0,142.9,high
3131,521,VIBRO,2023-04-01,-9.3,47.7,271.7,True,аномалия сварного шва - ШОВ,удовлетворительно,25.13,107.3,23.2,normal
3132,396,TFI,2021-07-08,-15.4,55.8,802.7,True,трещина - ТРЩ,допустимо,15.54,464.0,87.9,normal
3133,518,UZK,2021-06-16,-7.6,51.8,180.0,True,овальность - ОВЛ,допустимо,29.47,272.5,116.5,high
3134,707,MFL,2016-09-01,13.3,32.0,378.2,True,аномалия сварного шва - ШОВ,удовлетворительно,38.81,141.5,99.9,medium
3135,693,UZK,2022-09-12,43.3,27.6,476.2,False,,удовлетворительно,,,,normal
3136,480,UZK,2016-01-03,11.3,34.5,641.7,True,трещина - ТРЩ,допустимо,39.5,363.3,17.2,medium
3137,750,TFI,2016-01-16,-18.3,78.1,848.5,True,расслоение - ВМТ,удовлетворительно,43.83,154.2,99.6,medium
3138,466,UTWM,2023-05-25,-7.3,90.0,177.1,False,,удовлетворительно,,,,normal
3139,460,PVK,2020-10-04,5.2,77.7,670.3,False,,удовлетворительно,,,,normal
3140,492,VIK,2022-10-15,-7.1,82.1,711.3,False,,удовлетворительно,,,,normal
3141,552,GEO,2016-09-06,8.8,41.3,711.2,False,,удовлетворительно,,,,normal
3142,7,TFI,2024-01-07,-11.9,31.9,668.4,False,,удовлетворительно,,,,normal
3143,764,UTWM,2018-04-11,-19.7,86.8,749.0,False,,удовлетворительно,,,,normal
3144,720,UZK,2023-02-18,36.1,40.1,724.9,True,трещина - ТРЩ,требует_мер,52.5,83.7,40.6,high
3145,615,RGK,2017-08-17,-7.0,52.8,502.0,True,вмятина - ПОКН,удовлетворительно,24.24,268.5,141.0,high
3146,611,GEO,2022-08-05,31.6,26.2,803.7,True,овальность - ОВЛ,удовлетворительно,43.73,237.0,83.8,medium
3147,249,MFL,2016-01-01,-3.8,31.4,789.1,True,овальность - ОВЛ,требует_мер,31.68,287.4,158.2,medium
3148,440,UZK,2020-07-24,43.8,61.2,701.6,False,,удовлетворительно,,,,normal
3149,32,VIK,2016-07-16,26.1,70.3,860.4,True,вмятина - ПОКН,допустимо,32.92,230.2,61.1,high
3150,372,RGK,2017-01-19,1.3,26.1,184.0,False,,удовлетворительно,,,,normal
3151,699,VIK,2018-02-22,-22.3,88.0,888.9,False,,удовлетворительно,,,,normal
3152,536,UZK,2021-08-21,26.1,90.3,857.1,False,,удовлетворительно,,,,normal
3153,531,MFL,2020-01-29,-1.4,24.9,503.5,True,коррозия - ОБШР,удовлетворительно,33.31,62.8,20.2,medium
3154,677,UZK,2018-08-09,-6.5,52.8,593.9,False,,удовлетворительно,,,,normal
3155,356,TFI,2024-04-19,-28.3,71.1,533.1,False,,удовлетворительно,,,,normal
3156,415,TFI,2023-02-05,-27.3,85.6,184.7,True,аномалия сварного шва - ШОВ,недопустимо,36.23,396.1,124.5,high
3157,342,MFL,2022-06-02,-12.7,78.5,297.2,True,вмятина - ПОКН,удовлетворительно,45.05,33.8,92.3,medium
3158,728,MFL,2023-09-06,29.7,34.3,277.3,False,,удовлетворительно,,,,normal
3159,54,MFL,2020-07-15,40.7,84.2,114.0,False,,удовлетворительно,,,,normal
3160,9,UZK,2016-09-11,2.4,42.2,200.5,False,,удовлетворительно,,,,normal
3161,583,UTWM,2025-04-22,12.1,31.3,119.9,True,аномалия сварного шва - ШОВ,удовлетворительно,42.43,283.5,48.9,medium
3162,761,VIK,2023-04-03,-16.4,42.2,192.6,True,вмятина - ПОКН,удовлетворительно,21.01,222.4,99.6,normal
3163,564,RGK,2019-06-30,35.3,65.5,139.8,False,,удовлетворительно,,,,normal
3164,108,TFI,2024-12-30,-17.7,51.1,797.7,False,,удовлетворительно,,,,normal
3165,339,VIK,2020-01-10,-6.6,50.1,912.6,True,коррозия - ОБШР,удовлетворительно,0.86,272.0,56.7,normal
3166,691,VIK,2020-04-19,17.8,33.5,518.4,False,,удовлетворительно,,,,normal
3167,625,UZK,2017-01-29,-9.4,78.6,507.9,True,коррозия - ОБШР,требует_мер,57.08,293.2,133.2,high
3168,284,VIK,2019-08-20,21.4,80.7,686.9,False,,удовлетворительно,,,,normal
